station,asr_10,asr_11,asr_12,asr_13,asr_14,asr_15,wkd_10,wkd_11,wkd_12,wkd_13,wkd_14,wkd_15,wke_10,wke_11,wke_12,wke_13,wke_14,wke_15,uid,name,descriptio,riders_15,lexington,latitude,longitude,wkd_17_e
40 St-Lowery St 7 subway,3370172.0,3378636.0,3393418.0,3483507.0,3496675.0,3421569.0,10620.0,10751.0,10919.0,11100.0,11211.0,11053.0,12260.0,11926.0,12122.0,12069.0,11750.0,11090.0,40st-loweryst7,40 St,7,3421569.0,0,40.7437618,-73.9240408,11053.0
42 St-Bryant Pk B subway D subway F subway M subway/5 Av 7 subway,13979224.0,14752187.0,14917245.0,15527439.0,15896805.0,16220605.0,47741.0,50375.0,51962.0,53222.0,54289.0,55400.0,33567.0,35576.0,35250.0,36169.0,37872.0,38673.0,42st-bryantpkbdfm/5av7,42 St-Bryant Pk,BDFM,16220605.0,0,40.7548645,-73.9841008,55400.0
45 St  R subway,2284356.0,2328141.0,2255877.0,2251217.0,2323521.0,2321241.0,7059.0,7218.0,7070.0,6978.0,7208.0,7265.0,8903.0,9108.0,8898.0,8689.0,8938.0,8620.0,45str,45 St,R,2321241.0,0,40.6489967,-74.0100431,7265.0
46 St-Bliss St 7 subway,4704924.0,4683092.0,4638262.0,4734334.0,4695672.0,4593351.0,14389.0,14479.0,14499.0,14656.0,14634.0,14413.0,19099.0,18496.0,18491.0,18380.0,17715.0,16827.0,46st-blissst7,46 St,7,4593351.0,0,40.7431115,-73.9184618,14413.0
46 St M subway R subway,2935729.0,2964965.0,2978233.0,3014082.0,3021219.0,2956981.0,9246.0,9399.0,9482.0,9529.0,9608.0,9439.0,10741.0,10679.0,11137.0,10818.0,10555.0,10187.0,46stmr,46 St,MR,2956981.0,0,40.7563436,-73.9133334,9439.0
47-50 Sts-Rockefeller Center B subway D subway F subway M subway,16517856.0,17466013.0,17091251.0,17759382.0,18236646.0,18469446.0,56758.0,59979.0,59749.0,61099.0,62693.0,63803.0,37500.0,40178.0,39051.0,39972.0,41198.0,40299.0,47-50sts-rockefellercenterbdfm,47-50 Sts-Rockefeller Center,BDFM,18469446.0,0,40.7587004,-73.9813328,63803.0
49 St  N subway Q subway R subway,8139011.0,8121552.0,8186576.0,8155010.0,8544694.0,8029988.0,25284.0,25480.0,25793.0,25356.0,26546.0,25459.0,31512.0,30294.0,31697.0,31139.0,32745.0,28130.0,49stnqr,49 St,NQR,8029988.0,0,40.7598869,-73.9841866,25459.0
4 Av F subway G subway/9 St R subway,3672622.0,4020665.0,4300400.0,4210873.0,4120946.0,4199208.0,11412.0,12479.0,13471.0,13156.0,12835.0,13126.0,14257.0,15860.0,17155.0,15869.0,15711.0,15860.0,4avfg/9str,4 Av-9 St,FG,4199208.0,0,40.6699624,-73.9891434,13126.0
50 St  1 subway,7465528.0,7647852.0,7927578.0,8074270.0,8450496.0,8266677.0,24636.0,25062.0,25930.0,26192.0,27251.0,26927.0,22083.0,23577.0,26513.0,25883.0,27848.0,26084.0,50st1,50 St,1,8266677.0,0,40.7614147,-73.9840794,26927.0
50 St  C subway E subway,5407322.0,5573587.0,5714183.0,6259935.0,6867521.0,6826275.0,16936.0,17403.0,17892.0,19406.0,20993.0,20828.0,19920.0,21213.0,22505.0,24262.0,27942.0,27920.0,50stce,50 St,CE,6826275.0,0,40.762276,-73.9861178,20828.0
50 St  D subway,942902.0,897609.0,941157.0,1021409.0,1009971.0,968612.0,3129.0,3008.0,3172.0,3308.0,3289.0,3220.0,2623.0,2373.0,2648.0,3233.0,3102.0,2672.0,50std,50 St,D,968612.0,0,40.6362318,-73.9948082,3220.0
52 St  7 subway,2080234.0,2117202.0,2138307.0,2182725.0,2214115.0,2177884.0,6440.0,6596.0,6748.0,6830.0,6951.0,6888.0,8083.0,8118.0,8221.0,8112.0,8108.0,7725.0,52st7,52 St,7,2177884.0,0,40.7441519,-73.9125395,6888.0
53 St  R subway ,2370851.0,2401105.0,2357449.0,2387370.0,2405353.0,2374338.0,7423.0,7533.0,7476.0,7479.0,7512.0,7458.0,8804.0,8957.0,8897.0,8842.0,9007.0,8678.0,53str,53 St,R,2374338.0,0,40.6451219,-74.0139484,7458.0
55 St  D subway,580913.0,586282.0,546080.0,601931.0,603320.0,595157.0,1944.0,1983.0,1859.0,1964.0,1981.0,2002.0,1525.0,1460.0,1445.0,1824.0,1767.0,1525.0,55std,55 St,D,595157.0,0,40.6313792,-73.9954519,2002.0
57 St-7 Av  N subway Q subway R subway,8804794.0,8613792.0,8726980.0,8945751.0,9314649.0,9512090.0,27958.0,27497.0,28044.0,28159.0,29414.0,29976.0,31281.0,30018.0,31343.0,32616.0,33579.0,34519.0,57st-7avnqr,57 St-7 Av,NQR,9512090.0,0,40.7655427,-73.9800453,29976.0
57 St F subway,4510875.0,4630781.0,4408190.0,4520733.0,4603639.0,4720245.0,14426.0,15045.0,14743.0,15363.0,15506.0,15725.0,15403.0,14776.0,13207.0,11094.0,11907.0,13122.0,57stf,57 St,F,4720245.0,0,40.7643401,-73.9772129,15725.0
59 St-Columbus Circle A subway B subway C subway D subway 1 subway,20711058.0,21300892.0,21599586.0,22774421.0,23566961.0,23299666.0,66058.0,67901.0,69653.0,72236.0,74572.0,73954.0,71809.0,74713.0,76520.0,80476.0,84152.0,82220.0,59st-columbuscircleabcd1,59 St-Columbus Circle,ABCD1,23299666.0,0,40.7682892,-73.981719,73954.0
59 St  N subway R subway,3867990.0,3819141.0,3848745.0,3968334.0,4094658.0,4158863.0,11979.0,11999.0,12317.0,12506.0,12871.0,13048.0,15083.0,14213.0,14029.0,14372.0,14966.0,15344.0,59stnr,59 St,NR,4158863.0,0,40.6413446,-74.0178537,13048.0
5 Av-53 St  E subway M subway,6309404.0,6519696.0,6744422.0,7298061.0,7543062.0,7597212.0,23239.0,23970.0,24727.0,25939.0,26761.0,26955.0,7228.0,7897.0,10344.0,12815.0,13416.0,13438.0,5av-53stem,5 Av-53 St,EM,7597212.0,0,40.760407,-73.9758825,26955.0
5 Av-59 St  N subway Q subway R subway,5770964.0,5893657.0,5941836.0,5927685.0,6155019.0,6017047.0,18200.0,18797.0,18816.0,18394.0,19245.0,18957.0,20820.0,20405.0,22443.0,22737.0,22921.0,21633.0,5av-59stnqr,5 Av-57 St,NQR,6017047.0,0,40.7648114,-73.9732862,18957.0
63 Dr-Rego Park M subway R subway,4660828.0,4891415.0,4998378.0,5129203.0,5272014.0,5244226.0,14940.0,15557.0,16056.0,16334.0,16771.0,16770.0,15762.0,17333.0,17997.0,17836.0,18386.0,17915.0,63dr-regoparkmr,63 Dr - Rego Park,MR,5244226.0,0,40.7298605,-73.8616419,16770.0
65 St M subway R subway,1065702.0,1098734.0,1131591.0,1124823.0,1159576.0,1192281.0,3313.0,3448.0,3551.0,3532.0,3647.0,3762.0,4072.0,4093.0,4453.0,4122.0,4223.0,4289.0,65stmr,65 St,MR,1192281.0,0,40.7496303,-73.8984632,3762.0
66 St-Lincoln Center 1 subway,6783446.0,7089390.0,7367599.0,7527781.0,7772308.0,7790234.0,21717.0,22436.0,23305.0,23651.0,24311.0,24631.0,23141.0,25773.0,28259.0,27722.0,29160.0,28054.0,66st-lincolncenter1,66 St-Lincoln Center,1,7790234.0,0,40.7734244,-73.982234,24631.0
67 Av M subway R subway,2757795.0,2791494.0,2770364.0,2818350.0,2851905.0,2853794.0,9238.0,9333.0,9403.0,9475.0,9544.0,9548.0,7507.0,7744.0,7702.0,7467.0,7743.0,7778.0,67avmr,67 Av,MR,2853794.0,0,40.7265758,-73.8527155,9548.0
68 St-Hunter College 6 subway,10165641.0,10481234.0,10373302.0,10520477.0,10545971.0,10237854.0,34984.0,36026.0,36109.0,36562.0,36208.0,35640.0,23909.0,24888.0,25112.0,22699.0,24694.0,21588.0,68st-huntercollege6,68 St-Hunter College,6,10237854.0,1,40.7678179,-73.9640594,31007.0
69 St  7 subway,1696216.0,1649055.0,1647057.0,1671584.0,1685222.0,1629526.0,5031.0,4984.0,5031.0,5085.0,5128.0,4988.0,7618.0,7061.0,7107.0,6901.0,6941.0,6557.0,69st7,69 St,7,1629526.0,0,40.7463791,-73.8964033,4988.0
71 St D subway,1332009.0,1115321.0,1191257.0,1446020.0,1481633.0,1487929.0,4365.0,3740.0,4007.0,4538.0,4682.0,4802.0,3986.0,2895.0,3398.0,5314.0,5271.0,4808.0,71std,71 St,D* Closed for construction 8/13/2011-10/28/2011,1487929.0,0,40.6196533,-73.9988852,4802.0
72 St  1 subway 2 subway 3 subway,12136784.0,12784301.0,13043031.0,13456906.0,13375012.0,13341361.0,36900.0,39180.0,40271.0,40853.0,40639.0,40506.0,50672.0,52465.0,54346.0,56182.0,55681.0,55779.0,72st123,72 St,123,13341361.0,0,40.7785916,-73.9819336,40506.0
72 St  B subway C subway,2760109.0,2787379.0,2832934.0,2942517.0,3015722.0,2979236.0,8435.0,8679.0,8875.0,9067.0,9361.0,9443.0,11304.0,10696.0,11146.0,11601.0,11524.0,10393.0,72stbc,72 St,BC,2979236.0,0,40.7762193,-73.9759898,9443.0
74-Bway  7 subway/Jackson Hts-Roosevelt Av E subway F subway M subway R subway,16279556.0,16377496.0,16366669.0,16864938.0,17087795.0,17224537.0,49216.0,49828.0,50194.0,50841.0,51285.0,51925.0,68745.0,68607.0,69688.0,71930.0,73919.0,73373.0,74st-broadway/jacksonheights-rooseveltav7efmr,74 St-Broadway/Jackson Heights-Roosevelt Av,7EFMR,17224537.0,0,40.7467042,-73.8913822,51925.0
75 Av  E subway F subway,1134336.0,1171380.0,1130707.0,1155836.0,1131705.0,1136305.0,3692.0,3811.0,3735.0,3763.0,3742.0,3756.0,3596.0,3761.0,3615.0,3647.0,3276.0,3307.0,75avef,75 Av,EF,1136305.0,0,40.7183796,-73.837266,3756.0
75 St-Elderts Ln J subway Z subway,1102869.0,1128911.0,1107947.0,1138544.0,1172162.0,1196186.0,3686.0,3714.0,3757.0,3759.0,3777.0,3837.0,3020.0,3380.0,3046.0,3297.0,3854.0,4013.0,75st-eldertslnjz,75 St-Elderts Ln,JZ,1196186.0,0,40.6913119,-73.867135,3837.0
77 St  6 subway,10819466.0,11163007.0,11109431.0,11167386.0,11454604.0,11014861.0,35579.0,36607.0,36846.0,37182.0,37521.0,36797.0,32841.0,34741.0,35034.0,31629.0,35140.0,30244.0,77st6,77 St,6,11014861.0,1,40.7736519,-73.9598751,32013.0
77 St  R subway ,1545617.0,1579635.0,1600644.0,1645262.0,1711410.0,1723178.0,5146.0,5228.0,5306.0,5353.0,5548.0,5608.0,4336.0,4630.0,5040.0,5208.0,5509.0,5448.0,77str,77 St,R,1723178.0,0,40.6297833,-74.0255785,5608.0
79 St  1 subway,5113161.0,5330857.0,5292422.0,5438078.0,5601595.0,5534255.0,15952.0,16276.0,16349.0,16576.0,16987.0,16865.0,19277.0,22222.0,22065.0,22409.0,23523.0,22886.0,79st1,79 St,1,5534255.0,0,40.7838722,-73.9799595,16865.0
79 St  D subway,1728820.0,1633616.0,1651785.0,1949861.0,2041896.0,2043471.0,5733.0,5554.0,5612.0,6293.0,6617.0,6755.0,4891.0,4075.0,4500.0,6358.0,6504.0,5856.0,79std,79 St,D,2043471.0,0,40.6135289,-74.0006018,6755.0
7 Av  B subway D subway E subway,4136423.0,4297779.0,4384090.0,4744808.0,5092341.0,5252615.0,14004.0,14530.0,14922.0,15800.0,16833.0,17356.0,10498.0,11128.0,11945.0,13228.0,14772.0,15228.0,7avbde,7 Av,BDE,5252615.0,0,40.7629586,-73.9820194,17356.0
7 Av  B subway Q subway ,3064214.0,2953368.0,2824839.0,2905400.0,2932926.0,2980366.0,9614.0,9615.0,9408.0,9389.0,9495.0,9641.0,11485.0,9430.0,8739.0,9483.0,9492.0,9731.0,7avbq,7 Av,BQ,2980366.0,0,40.6770254,-73.9723206,9641.0
7 Av F subway G subway,3397045.0,3934545.0,3699471.0,3904986.0,3886594.0,3780126.0,11018.0,12792.0,12118.0,12268.0,12242.0,12049.0,10928.0,12705.0,12271.0,14456.0,14246.0,13202.0,7avfg,7 Av,FG,3780126.0,0,40.6663167,-73.9803457,12049.0
80 St  A subway,1259783.0,1283827.0,1294099.0,1310413.0,1507116.0,1465264.0,4101.0,4181.0,4253.0,4291.0,4664.0,4445.0,3960.0,4068.0,4212.0,3984.0,5915.0,6203.0,80sta,80 St,"A* Closed for construction 5/12/2014-9/29/2014, 10/13/2014-2/2/2015",1465264.0,0,40.6794013,-73.8589811,4445.0
81 St-Museum of Natural History B subway C subway,4063020.0,4116976.0,4232404.0,4477625.0,4561347.0,4584041.0,12374.0,12685.0,13119.0,13663.0,13935.0,14129.0,16794.0,16543.0,17404.0,18407.0,18592.0,18041.0,81st-museumofnaturalhistorybc,81 St-Museum of Natural History,BC,4584041.0,0,40.7820525,-73.9717627,14129.0
82 St-Jackson Hts 7 subway,5110694.0,5163208.0,5013810.0,5139172.0,5172595.0,5128506.0,15575.0,15811.0,15582.0,15662.0,15899.0,15711.0,20955.0,21122.0,20374.0,21133.0,20557.0,20622.0,82st-jacksonhts7,82 St-Jackson Heights,7,5128506.0,0,40.7477121,-73.8836575,15711.0
85 St-Forest Pkwy J subway,1100059.0,1138842.0,1125639.0,1157863.0,1212661.0,1239793.0,3643.0,3704.0,3776.0,3792.0,3860.0,3947.0,3151.0,3605.0,3279.0,3500.0,4207.0,4297.0,85st-forestpkwyj,85 St-Forest Parkway,J,1239793.0,0,40.6924508,-73.8600326,3947.0
86 St  1 subway,5910540.0,6128225.0,6219513.0,6333352.0,6519979.0,6464625.0,18901.0,19269.0,19677.0,19766.0,20221.0,20145.0,20182.0,22870.0,23823.0,23929.0,25221.0,24588.0,86st1,86 St,1,6464625.0,0,40.7883238,-73.9765906,20145.0
86 St  4 subway 5 subway 6 subway,19147021.0,19425347.0,19686985.0,20528208.0,20735032.0,20890828.0,60965.0,62214.0,63550.0,64741.0,65634.0,65948.0,67545.0,67526.0,70146.0,74891.0,74502.0,76054.0,86st456,86 St,456,20890828.0,1,40.779469,-73.955605,57375.0
86 St  B subway C subway,3204204.0,3238616.0,3300644.0,3408922.0,3515551.0,3474343.0,10572.0,10771.0,11093.0,11236.0,11605.0,11594.0,9536.0,9290.0,9680.0,10117.0,10321.0,9597.0,86stbc,86 St,BC,3474343.0,0,40.7853182,-73.9693809,11594.0
86 St  N subway,770621.0,796379.0,811332.0,801109.0,837472.0,859293.0,2389.0,2491.0,2552.0,2515.0,2622.0,2718.0,2973.0,3017.0,3159.0,2934.0,3090.0,3023.0,86stn,86 St,N,859293.0,0,40.5926759,-73.978157,2718.0
86 St  R subway,3306164.0,3445470.0,3515085.0,3662602.0,3753132.0,3747601.0,10710.0,11076.0,11313.0,11648.0,11920.0,11963.0,10613.0,11655.0,12582.0,12819.0,13178.0,12889.0,86str,86 St,R,3747601.0,0,40.6227804,-74.0284538,11963.0
88 St  A subway ,790264.0,805054.0,792615.0,808822.0,613296.0,1011163.0,2648.0,2680.0,2677.0,2719.0,2065.0,3464.0,2130.0,2275.0,2257.0,2128.0,1599.0,2316.0,88sta,88 St,"A* Closed for construction 5/12/2014-9/29/2014, 10/13/2014-2/2/2015",1011163.0,0,40.6798407,-73.8514924,3464.0
8 Av N subway,3475890.0,3484429.0,3559576.0,3677764.0,3851372.0,3796909.0,10215.0,10480.0,10613.0,10873.0,11341.0,11430.0,15854.0,14903.0,16292.0,16484.0,17434.0,15960.0,8avn,8 Av,N,3796909.0,0,40.635092,-74.0118027,11430.0
8 St-New York University N subway R subway,5474109.0,5779126.0,5663358.0,5379647.0,5635598.0,5894747.0,16759.0,17759.0,17766.0,16597.0,17248.0,17902.0,22479.0,23679.0,22455.0,21349.0,23087.0,24844.0,8st-newyorkuniversitynr,8 St-NYU,NR,5894747.0,0,40.7305841,-73.9924264,17902.0
90 St-Elmhurst Av 7 subway,5482132.0,5480782.0,5428872.0,5513135.0,5480059.0,5489630.0,16647.0,16679.0,16768.0,16743.0,16747.0,16814.0,22724.0,22874.0,22506.0,22890.0,22235.0,22079.0,90st-elmhurstav7,90 St-Elmhurst Av,7,5489630.0,0,40.7484274,-73.8766623,16814.0
96 St  1 subway 2 subway 3 subway,11526582.0,11784341.0,12108040.0,12582947.0,13108304.0,13008596.0,35053.0,36550.0,37941.0,38711.0,39254.0,39434.0,48168.0,46337.0,48008.0,50175.0,57611.0,54984.0,96st123,96 St,123,13008596.0,0,40.7946758,-73.971827,39434.0
96 St  6 subway,7458694.0,7753114.0,7708346.0,7785646.0,7958453.0,8294978.0,24870.0,25848.0,26070.0,26232.0,26529.0,28060.0,21020.0,22037.0,21960.0,20498.0,22217.0,21115.0,96st6,96 St,6,8294978.0,1,40.7859031,-73.9509916,24412.0
96 St  B subwayC subway,2731945.0,2775904.0,2829949.0,2979535.0,3089701.0,3084906.0,9037.0,9249.0,9514.0,9815.0,10203.0,10365.0,8010.0,7877.0,8283.0,8883.0,9061.0,8183.0,96stbc,96 St,BC,3084906.0,0,40.7916542,-73.9647031,10365.0
9 Av D subway,1863019.0,1681423.0,1668767.0,1896942.0,1938987.0,1843944.0,5955.0,5533.0,5440.0,5857.0,6004.0,5856.0,6250.0,4906.0,5531.0,7383.0,7466.0,6372.0,9avd,9 Av,D,1843944.0,0,40.646229,-73.9943361,5856.0
Alabama Av  J subway,712714.0,759581.0,772447.0,770075.0,784998.0,814578.0,2271.0,2387.0,2464.0,2443.0,2448.0,2520.0,2468.0,2818.0,2844.0,2687.0,2948.0,3163.0,alabamaavj,Alabama Av,J,814578.0,0,40.6769929,-73.898592,2520.0
Allerton Av  2 subway 5 subway ,1668896.0,1602390.0,1689145.0,1747352.0,1829712.0,1821628.0,5282.0,5193.0,5389.0,5526.0,5737.0,5779.0,5932.0,5164.0,6242.0,6231.0,6741.0,6388.0,allertonav25,Allerton Av,25,1821628.0,0,40.8654647,-73.8673925,5779.0
Aqueduct-North Conduit Av A subway,238119.0,474915.0,890505.0,698115.0,357399.0,365488.0,791.0,1386.0,2430.0,1951.0,1122.0,1181.0,681.0,2229.0,5067.0,3627.0,1308.0,1185.0,aqueduct-northconduitava,Aqueduct-N Conduit Av,A,365488.0,0,40.6682209,-73.8340473,1181.0
Aqueduct Racetrack A subway,29644.0,54183.0,0.0,213601.0,630644.0,672734.0,61.0,116.0,0.0,551.0,1597.0,1711.0,251.0,461.0,0.0,1325.0,4054.0,4297.0,aqueductracetracka,Aqueduct Racetrack,A*Station expanded to full service in 2013,672734.0,0,40.6722083,-73.8358926,1711.0
Astoria-Ditmars Blvd N subway Q subway,5102415.0,5203409.0,5233305.0,5405084.0,5416919.0,5407027.0,16148.0,16541.0,16777.0,17039.0,17178.0,17181.0,18325.0,18568.0,19077.0,19697.0,19227.0,19057.0,astoria-ditmarsblvdnq,Astoria-Ditmars Blvd,NQ,5407027.0,0,40.7750493,-73.912046,17181.0
Astoria Blvd  N subway Q subway,3621730.0,3850546.0,3871213.0,3962838.0,3914637.0,3926062.0,11173.0,11809.0,12127.0,12210.0,12209.0,12344.0,14319.0,15757.0,15354.0,15715.0,14815.0,14410.0,astoriablvdnq,Astoria Blvd,NQ,3926062.0,0,40.7702718,-73.9178824,12344.0
Astor Place  6 subway,5623822.0,5571077.0,5535996.0,5775276.0,5751688.0,5447655.0,17630.0,17632.0,17607.0,17914.0,17803.0,17274.0,21114.0,20420.0,21020.0,22486.0,22557.0,19413.0,astorplace6,Astor Pl,6,5447655.0,1,40.7300556,-73.991096,15028.0
Atlantic Av-Barclays Ctr B subway D subwayN subwayQ subwayR subway 2 subway 3 subway 4 subway 5 subway,10478354.0,10726332.0,11526090.0,13122876.0,13617153.0,13690678.0,32497.0,33160.0,35670.0,39871.0,41645.0,42231.0,40722.0,42885.0,47970.0,54754.0,55601.0,54221.0,atlanticav-barclaysctrbdnqr2345,Atlantic Av-Barclays,BQ2345,13690678.0,0,40.6844131,-73.9768696,42231.0
Atlantic Av  L subway,424208.0,427914.0,444960.0,482835.0,535041.0,422505.0,1385.0,1440.0,1487.0,1580.0,1725.0,1384.0,1299.0,1124.0,1326.0,1474.0,1752.0,1267.0,atlanticavl,Atlantic Av,L*,422505.0,0,40.6758212,-73.9028835,1384.0
Avenue H Q subway,662564.0,521818.0,823237.0,875106.0,896279.0,899662.0,2174.0,1724.0,2714.0,2861.0,2961.0,2994.0,2016.0,1522.0,2632.0,2669.0,2584.0,2506.0,avehq,Ave H,"Q* Closed for construction 9/28/2009-9/13/2010, 9/27/2010-9/12/2011",899662.0,0,40.6292947,-73.9616346,2994.0
Avenue I  F subway,708788.0,696851.0,684241.0,699582.0,696140.0,672710.0,2328.0,2290.0,2284.0,2283.0,2250.0,2235.0,2108.0,2100.0,2046.0,2146.0,2236.0,1874.0,aveif,Ave I,F,672710.0,0,40.6253536,-73.97614,2235.0
Avenue J  Q subway,2059453.0,2085557.0,1807574.0,1867576.0,1850087.0,1848674.0,6742.0,6860.0,5974.0,6036.0,6060.0,6009.0,6220.0,6234.0,5679.0,5994.0,5528.0,5782.0,avejq,Ave J,Q,1848674.0,0,40.6250605,-73.9608622,6009.0
Avenue M  Q subway,1351418.0,1345774.0,1608901.0,1730576.0,1731955.0,1733583.0,4628.0,4632.0,5544.0,5836.0,5903.0,5869.0,3163.0,3032.0,4030.0,4429.0,4111.0,4345.0,avemq,Ave M,"Q* Closed for construction 9/28/2009-9/13/2010, 9/27/2010-9/12/2011",1733583.0,0,40.617601,-73.9593172,5869.0
Avenue N  F subway,1016781.0,1049752.0,1012534.0,1044429.0,1050916.0,1027713.0,3377.0,3458.0,3390.0,3411.0,3419.0,3410.0,2841.0,3124.0,2983.0,3202.0,3282.0,2888.0,avenf,Ave N,F,1027713.0,0,40.6152555,-73.9741659,3410.0
Avenue P  F subway,829508.0,836317.0,825620.0,861095.0,864424.0,858733.0,2667.0,2696.0,2705.0,2757.0,2767.0,2804.0,2729.0,2768.0,2703.0,2899.0,2909.0,2628.0,avepf,Ave P,F,858733.0,0,40.6089679,-73.9729642,2804.0
Avenue U  F subway,723222.0,696998.0,707595.0,717486.0,699414.0,716715.0,2331.0,2229.0,2302.0,2296.0,2215.0,2439.0,2377.0,2407.0,2408.0,2429.0,2483.0,1715.0,aveuf,Ave U,F,716715.0,0,40.5960975,-73.9733076,2439.0
Avenue U  N subway,1263986.0,1244178.0,1297870.0,1211062.0,1251276.0,1253349.0,3872.0,3804.0,3980.0,3738.0,3857.0,3894.0,5125.0,5132.0,5533.0,4745.0,4915.0,4767.0,aveun,Ave U,N,1253349.0,0,40.5974336,-73.979187,3894.0
Avenue U  Q subway,1325173.0,2136714.0,2071874.0,2176073.0,2175035.0,2231577.0,4101.0,6816.0,6694.0,6821.0,6922.0,6975.0,5024.0,7398.0,7233.0,8015.0,7500.0,8322.0,aveuq,Ave U,"Q* Closed for construction 9/28/2009-9/13/2010, 9/27/2010-9/12/2011",2231577.0,0,40.5992257,-73.955884,6975.0
Avenue X  F subway,843207.0,854737.0,860597.0,908520.0,892170.0,589962.0,2789.0,2810.0,2877.0,2972.0,2859.0,1928.0,2442.0,2598.0,2589.0,2783.0,2999.0,1817.0,avexf,Ave X,F* Closed for construction,589962.0,0,40.5896777,-73.9742088,1928.0
Bay 50 St  D subway,969133.0,920243.0,777836.0,847843.0,884302.0,872953.0,3260.0,3117.0,2632.0,2793.0,2875.0,2872.0,2546.0,2333.0,2168.0,2492.0,2784.0,2575.0,bay50std,Bay 50 St,D,872953.0,0,40.5889282,-73.983779,2872.0
Baychester Av  5 subway,1087618.0,1106959.0,1161075.0,1234050.0,1186372.0,1137693.0,3706.0,3840.0,3980.0,4177.0,4196.0,4090.0,2630.0,2368.0,3032.0,3111.0,2132.0,1683.0,baychesterav5,Baychester Av,5,1137693.0,0,40.8787049,-73.8385963,4090.0
Bay Pkwy  D subway,2107643.0,2018400.0,2038864.0,2298420.0,2362284.0,2368617.0,6753.0,6594.0,6726.0,7111.0,7322.0,7501.0,7037.0,6154.0,6444.0,8927.0,9097.0,8350.0,baypkwyd,Bay Parkway,D,2368617.0,0,40.6018325,-73.9937353,7501.0
Bay Pkwy  F subway,427277.0,434564.0,464906.0,487308.0,478322.0,460536.0,1386.0,1398.0,1526.0,1575.0,1516.0,1491.0,1369.0,1465.0,1518.0,1578.0,1690.0,1476.0,baypkwyf,Bay Parkway,F,460536.0,0,40.6207608,-73.9752817,1491.0
Bay Pkwy  N subway,2107881.0,2160569.0,2221968.0,2243082.0,2342792.0,2298369.0,6497.0,6703.0,6892.0,6990.0,7301.0,7164.0,8315.0,8443.0,9107.0,8457.0,8808.0,8609.0,baypkwyn,Bay Parkway,N,2298369.0,0,40.6118674,-73.9817619,7164.0
Bay Ridge-95 St R subway,1719577.0,1769432.0,1809829.0,1830193.0,1858200.0,1865038.0,5715.0,5848.0,5996.0,5974.0,6051.0,6101.0,4852.0,5227.0,5700.0,5692.0,5837.0,5730.0,bayridge-95str,Bay Ridge-95 St,R,1865038.0,0,40.6166237,-74.0309429,6101.0
Bay Ridge Av R subway,2483394.0,2538150.0,2522369.0,2525470.0,2597559.0,2623309.0,8119.0,8240.0,8206.0,8079.0,8283.0,8379.0,7615.0,8183.0,8618.0,8590.0,8967.0,9001.0,bayridgeavr,Bay Ridge Av,R,2623309.0,0,40.6347991,-74.0233899,8379.0
Beach 105 St  A subway S subway,65802.0,80580.0,82088.0,48916.0,82980.0,99254.0,208.0,255.0,253.0,141.0,260.0,305.0,182.0,271.0,325.0,229.0,297.0,374.0,beach105stas,Beach 105 St,AS*Station Closed 10/12-5/13,99254.0,0,40.5832247,-73.8275671,305.0
Beach 25 St  A subway,388387.0,501037.0,437602.0,267585.0,519843.0,570312.0,1329.0,1702.0,1494.0,904.0,1722.0,1861.0,902.0,1235.0,1163.0,674.0,1479.0,1753.0,beach25sta,Beach 25 St,A*Station Closed 10/12-5/13,570312.0,0,40.6000729,-73.7613058,1861.0
Beach 36 St  A subway,326592.0,192676.0,217880.0,143400.0,272799.0,296860.0,1111.0,622.0,718.0,466.0,872.0,936.0,756.0,621.0,696.0,443.0,921.0,1056.0,beach36sta,Beach 36 St,A*Station Closed 10/12-5/13,296860.0,0,40.5954458,-73.7682581,936.0
Beach 44 St  A subway,143788.0,225250.0,161946.0,91331.0,181758.0,197543.0,478.0,748.0,538.0,297.0,581.0,624.0,394.0,631.0,496.0,284.0,612.0,698.0,beach44sta,Beach 44 St,A*Station Closed 10/12-5/13,197543.0,0,40.5929692,-73.7759829,624.0
Beach 60 St  A subway,789468.0,555937.0,588970.0,406698.0,772376.0,801015.0,2624.0,1798.0,1924.0,1317.0,2448.0,2501.0,2136.0,1777.0,1954.0,1286.0,2702.0,2977.0,beach60sta,Beach 60 St,A*Station Closed 10/12-5/13,801015.0,0,40.5923174,-73.7885571,2501.0
Beach 67 St-Arverne By The Sea A subway,473942.0,681006.0,572418.0,357807.0,701784.0,799134.0,1546.0,2236.0,1859.0,1118.0,2183.0,2407.0,1439.0,2026.0,1947.0,1323.0,2642.0,3371.0,beach67st-arvernebytheseaa,Beach 67 St,A*Station Closed 10/12-5/13,799134.0,0,40.5909487,-73.7968826,2407.0
Beach 90 St  A subway S subway,338595.0,387012.0,305397.0,194416.0,306284.0,333006.0,908.0,1019.0,877.0,463.0,846.0,946.0,1981.0,2412.0,1563.0,1401.0,1646.0,1609.0,beach90stas,Beach 90 St,AS*Station Closed 10/12-5/13,333006.0,0,40.5880156,-73.8137054,946.0
Beach 98 St  A subway S subway,215474.0,198503.0,193332.0,100594.0,200197.0,214040.0,503.0,615.0,572.0,292.0,563.0,608.0,1646.0,741.0,874.0,474.0,1011.0,1025.0,beach98stas,Beach 98 St,AS*Station Closed 10/12-5/13,214040.0,0,40.5852454,-73.820529,608.0
