station,asr_10,asr_11,asr_12,asr_13,asr_14,asr_15,wkd_10,wkd_11,wkd_12,wkd_13,wkd_14,wkd_15,wke_10,wke_11,wke_12,wke_13,wke_14,wke_15,uid,name,descriptio,riders_15,lexington,latitude,longitude,wkd_17_e
Fort Hamilton Pkwy N subway,2045741.0,2086389.0,2105486.0,2200487.0,2278120.0,2164028.0,6508.0,6715.0,6786.0,7034.0,7244.0,6964.0,7114.0,6942.0,7419.0,7454.0,7885.0,7072.0,forthamiltonpkwyn,Ft Hamilton Pkwy,N,2164028.0,0,40.6314117,-74.0053654,6964.0
Franklin Av  2 subway 3 subway 4 subway 5 subway/Botanic Garden S subway,4433981.0,4712492.0,4934593.0,5125782.0,5377967.0,5100038.0,14071.0,14795.0,15352.0,15775.0,15787.0,15866.0,15404.0,17405.0,19949.0,20269.0,24479.0,19326.0,franklinav2345/botanicgardens,Franklin Av-Botanic Gardens,2345S,5100038.0,0,40.6708087,-73.9591455,15866.0
Franklin Av  C subway S subway,1768472.0,1904736.0,1982691.0,2049246.0,2125076.0,2137752.0,5348.0,5786.0,6111.0,6227.0,6492.0,6468.0,7397.0,7998.0,8279.0,8478.0,8633.0,8996.0,franklinavcs,Franklin Av,CS,2137752.0,0,40.6811587,-73.9556694,6468.0
Franklin St  1 subway,1719780.0,1777323.0,1714218.0,1703889.0,1745841.0,1731354.0,5804.0,5998.0,5931.0,5825.0,5867.0,5825.0,4549.0,4718.0,4279.0,4093.0,4656.0,4617.0,franklinst1,Franklin St,1,1731354.0,0,40.7191277,-74.0069747,5825.0
Freeman St  2 subway 5 subway,1332285.0,1348014.0,1393186.0,1486965.0,1517066.0,1492757.0,4296.0,4382.0,4569.0,4762.0,4867.0,4899.0,4379.0,4302.0,4540.0,4994.0,5044.0,4463.0,freemanst25,Freeman St,25,1492757.0,0,40.8301446,-73.8918543,4899.0
Fresh Pond Rd  M subway,1453610.0,1617252.0,1590304.0,1534754.0,1676862.0,1806429.0,5001.0,5431.0,5545.0,5333.0,5677.0,6002.0,3232.0,4349.0,3739.0,3188.0,4273.0,5103.0,freshpondrdm,Fresh Pond Rd,M,1806429.0,0,40.7062135,-73.8958883,6002.0
Fulton St  A subway C subway J subway Z subway 2 subway 3 subway 4 subway 5 subway,18303963.0,17971983.0,17868334.0,18721694.0,20102397.0,21671684.0,64287.0,63203.0,62779.0,64461.0,69444.0,74676.0,36149.0,35143.0,40109.0,42662.0,44299.0,48634.0,fultonstacjz,Fulton St,ACJZ,21671684.0,0,40.7102068,-74.0077257,74676.0
Fulton St  G subway,1098862.0,1179034.0,1280063.0,1394890.0,1485669.0,1643353.0,3523.0,3699.0,3956.0,4266.0,4502.0,4954.0,3765.0,4472.0,5363.0,5702.0,6274.0,7089.0,fultonstg,Fulton St,G,1643353.0,0,40.6871142,-73.9754105,4954.0
Gates Av  J subway Z subway,1749349.0,1870109.0,1901060.0,1895878.0,1984486.0,2100864.0,5413.0,5787.0,5964.0,5999.0,6277.0,6521.0,6764.0,7362.0,7464.0,6685.0,7100.0,8053.0,gatesavjz,Gates Av,JZ,2100864.0,0,40.6895873,-73.9223671,6521.0
Graham Av  L subway,3028830.0,3054897.0,3086342.0,3179579.0,3402514.0,3293413.0,9442.0,9828.0,9889.0,10136.0,10643.0,10504.0,11615.0,10308.0,11215.0,11089.0,12774.0,11396.0,grahamavl,Graham Av,L,3293413.0,0,40.7145739,-73.9441252,10504.0
Grand Army Plaza 2 subway 3 subway,2369355.0,2417351.0,2507555.0,2556750.0,2505721.0,2433907.0,7722.0,7882.0,8068.0,8066.0,7971.0,7731.0,7335.0,7555.0,8908.0,9159.0,8638.0,8420.0,grandarmyplaza23,Grand Army Plaza,23,2433907.0,0,40.6752028,-73.971076,7731.0
Grand Av-Newtown M subway R subway,5564842.0,5721038.0,5741626.0,5832568.0,5861823.0,5995764.0,17466.0,17886.0,18108.0,18298.0,18413.0,18955.0,20487.0,21671.0,22147.0,21480.0,21475.0,21443.0,grandav-newtownmr,Grand Av-Newtown,MR,5995764.0,0,40.7370473,-73.877306,18955.0
Grand Central-42 St S subway 4 subway 5 subway 6 subway 7 subway,41903210.0,42795505.0,42984249.0,44893301.0,46074652.0,46737564.0,144350.0,147644.0,150266.0,153861.0,157899.0,160294.0,95946.0,97284.0,99936.0,105452.0,108091.0,109137.0,grandcentral-42sts4567,Grand Central-42 St,4567S,46737564.0,1,40.751776,-73.9768052,139456.0
Grand St  B subway D subway,7746428.0,7770139.0,7658249.0,7994060.0,8131543.0,8010864.0,23304.0,23284.0,23406.0,23770.0,24153.0,24281.0,33065.0,34181.0,32714.0,35565.0,36238.0,33632.0,grandstbd,Grand St,BD,8010864.0,0,40.718282,-73.9937782,24281.0
Grand St  L subway,2103847.0,2135063.0,2145374.0,2260023.0,2414872.0,2242757.0,6923.0,7169.0,7171.0,7444.0,7824.0,7307.0,6359.0,5765.0,6449.0,6672.0,7787.0,7030.0,grandstl,Grand St,L,2242757.0,0,40.7119715,-73.940649,7307.0
Grant Av  A subway,1910245.0,1953637.0,1952581.0,1958503.0,2041848.0,2084651.0,6089.0,6216.0,6290.0,6270.0,6475.0,6696.0,6568.0,6876.0,6929.0,6593.0,7169.0,6901.0,grantava,Grant Av,A,2084651.0,0,40.6769929,-73.8651609,6696.0
Greenpoint Av G subway,2200679.0,2490286.0,2521422.0,2543568.0,2428027.0,2902723.0,7523.0,8073.0,8212.0,8461.0,7819.0,9191.0,5263.0,8126.0,8545.0,7076.0,8050.0,10364.0,greenpointavg,Greenpoint Av,G* Closed for construction 7/25/2014-9/2/2014,2902723.0,0,40.7313564,-73.9544678,9191.0
Gun Hill Rd  2 subway 5 subway,2101823.0,2176939.0,2235325.0,2304780.0,2477798.0,2449555.0,6717.0,7045.0,7212.0,7339.0,7752.0,7790.0,7187.0,7100.0,7899.0,7985.0,9233.0,8528.0,gunhillrd25,Gun Hill Rd,25,2449555.0,0,40.8777963,-73.8662767,7790.0
Gun Hill Rd  5 subway,1713288.0,1683011.0,1757377.0,1792707.0,1716952.0,1639924.0,5776.0,5794.0,5953.0,6002.0,6038.0,5880.0,4433.0,3803.0,4910.0,4825.0,3240.0,2489.0,gunhillrd5,Gun Hill Rd,5,1639924.0,0,40.8695539,-73.8464069,5880.0
Halsey St  J subway,1730267.0,1805490.0,1800505.0,1845755.0,1968526.0,2083683.0,5378.0,5608.0,5650.0,5805.0,6174.0,6410.0,6572.0,7004.0,7075.0,6683.0,7284.0,8262.0,halseystj,Halsey St,J,2083683.0,0,40.6863332,-73.9165306,6410.0
Halsey St  L subway,2019248.0,2037729.0,2136529.0,2317512.0,2492974.0,2465693.0,6420.0,6672.0,6904.0,7308.0,7720.0,7932.0,7046.0,6237.0,7458.0,8382.0,9661.0,8087.0,halseystl,Halsey St,L,2465693.0,0,40.6956071,-73.9041281,7932.0
Harlem-148 St  3 subway ,989568.0,1101666.0,1110842.0,1171372.0,1209633.0,1269910.0,3277.0,3553.0,3616.0,3790.0,3952.0,4096.0,2826.0,3670.0,3786.0,3777.0,3745.0,4157.0,harlem-148st3,Harlem-148 St,3,1269910.0,0,40.8238285,-73.9364862,4096.0
Hewes St  J subway M subway,785545.0,848377.0,895661.0,927212.0,903641.0,981379.0,2420.0,2628.0,2811.0,2859.0,2859.0,2992.0,3074.0,3335.0,3528.0,3627.0,3222.0,4042.0,hewesstjm,Hewes St,JM,981379.0,0,40.7069292,-73.9533949,2992.0
High St  A subway C subway,1968091.0,2093306.0,2209212.0,2441136.0,2687244.0,2656705.0,6259.0,6586.0,7050.0,7543.0,8174.0,8479.0,6887.0,7735.0,8106.0,9518.0,11042.0,8840.0,highstac,High St,AC,2656705.0,0,40.6993813,-73.9904737,8479.0
Houston St  1 subway,3966857.0,4225089.0,4287926.0,4510538.0,4562690.0,4377409.0,13908.0,14814.0,15247.0,15736.0,15878.0,15286.0,8112.0,8587.0,8851.0,9365.0,9686.0,9088.0,houstonst1,Houston St,1,4377409.0,0,40.7285922,-74.0053654,15286.0
Howard Beach-JFK Airport A subway,908576.0,928529.0,1074516.0,1626984.0,963503.0,1041816.0,2667.0,2729.0,3227.0,4972.0,2835.0,3059.0,4106.0,4264.0,4751.0,6509.0,4349.0,4740.0,howardbeach-jfkairporta,Howard Beach-JFK Airport,A,1041816.0,0,40.6605221,-73.8301849,3059.0
Hoyt-Schermerhorn Sts A subway C subway G subway,2923091.0,2968639.0,2990881.0,2971379.0,2961316.0,3038302.0,9742.0,9760.0,9928.0,9604.0,9672.0,9818.0,8251.0,9136.0,9428.0,9754.0,9182.0,9961.0,hoyt-schermerhornstsacg,Hoyt-Schermerhorn Sts,ACG,3038302.0,0,40.6884809,-73.9850235,9818.0
Hoyt St  2 subway 3 subway,1839662.0,1922916.0,1978582.0,2033085.0,2181465.0,2249892.0,6262.0,6535.0,6710.0,6657.0,7138.0,7342.0,4513.0,4835.0,5562.0,6272.0,6708.0,7043.0,hoytst23,Hoyt St,23,2249892.0,0,40.6905635,-73.985045,7342.0
Hunters Point Av 7 subway,1623490.0,1655252.0,1704114.0,1710103.0,1791109.0,1848769.0,6023.0,6113.0,6521.0,6400.0,6666.0,6803.0,1795.0,1888.0,1442.0,1542.0,1738.0,2150.0,hunterspointav7,Hunters Point Av,7,1848769.0,0,40.7422173,-73.9488459,6803.0
Hunts Point Av 6 subway,3248970.0,3191706.0,3204779.0,3158343.0,3138131.0,3305563.0,10494.0,10316.0,10389.0,10144.0,10111.0,10484.0,10609.0,10510.0,11168.0,10574.0,10352.0,11670.0,huntspointav6,Hunts Point Av,6,3305563.0,0,40.8209544,-73.8905239,10484.0
Intervale Av  2 subway 5 subway,908596.0,902216.0,937280.0,1048501.0,1095221.0,1039265.0,2951.0,2974.0,3121.0,3420.0,3571.0,3472.0,2908.0,2698.0,2853.0,3239.0,3388.0,2832.0,intervaleav25,Intervale Av,25,1039265.0,0,40.822221,-73.8967466,3472.0
Inwood-207 St  A subway,2747423.0,3079573.0,2795992.0,2897438.0,2981271.0,3068931.0,8202.0,8888.0,8717.0,8866.0,9136.0,9317.0,12380.0,15361.0,11333.0,11856.0,12130.0,12944.0,inwood-207sta,Inwood-207 St,A,3068931.0,0,40.8681097,-73.9198565,9317.0
Jackson Av  2 subway 5 subway,1624212.0,1573302.0,1520612.0,1686061.0,1753555.0,1731638.0,5249.0,5110.0,5060.0,5432.0,5631.0,5705.0,5272.0,5038.0,4578.0,5497.0,5780.0,5063.0,jacksonav25,Jackson Av,25,1731638.0,0,40.8165375,-73.9079046,5705.0
Jamaica-179 St F subway,6711779.0,6818728.0,6767423.0,6868439.0,6818494.0,6898938.0,22766.0,23174.0,23330.0,23280.0,23093.0,23417.0,16943.0,17118.0,17189.0,17318.0,17249.0,17197.0,jamaica-179stf,Jamaica-179 St,F,6898938.0,0,40.7126547,-73.7837505,23417.0
Jamaica-Van Wyck E subway,1421186.0,1527249.0,1552178.0,1565998.0,1587413.0,1545016.0,4588.0,4882.0,4930.0,4992.0,5121.0,5092.0,4656.0,5302.0,5876.0,5422.0,5200.0,4532.0,jamaica-vanwycke,Jamaica-Van Wyck,E,1545016.0,0,40.7026023,-73.8169241,5092.0
Jamaica Center-Parsons-Archer E subway J subway Z subway,11656110.0,12147163.0,12204423.0,12507906.0,12784635.0,12622977.0,39327.0,40423.0,41130.0,41686.0,42261.0,42115.0,30307.0,34502.0,35186.0,34680.0,37145.0,34737.0,jamaicacenter-parsons-archerejz,Jamaica Center-Parsons Av,EJZ,12622977.0,0,40.7021631,-73.8010883,42115.0
Jay St-MetroTech A subway C subway F subway R subway,10488087.0,11149629.0,11492780.0,11793956.0,12197352.0,12765132.0,35884.0,38037.0,39561.0,40183.0,41405.0,43456.0,25656.0,27794.0,29899.0,29107.0,30650.0,31485.0,jayst-metrotechacfr,Jay St-MetroTech,ACFR,12765132.0,0,40.6922719,-73.9872766,43456.0
Jefferson St  L subway,1740644.0,1815391.0,1906878.0,2136772.0,2425983.0,2514292.0,5408.0,5771.0,5951.0,6612.0,7230.0,7565.0,6713.0,6373.0,7613.0,8282.0,10724.0,10807.0,jeffersonstl,Jefferson St,L,2514292.0,0,40.7067015,-73.9230108,7565.0
Junction Blvd  7 subway,7140456.0,6963489.0,6784942.0,6816700.0,6946966.0,7064435.0,21593.0,21240.0,20938.0,20818.0,21116.0,21557.0,30200.0,28929.0,28341.0,27840.0,28848.0,28900.0,junctionblvd7,Junction Blvd,7,7064435.0,0,40.7491427,-73.8694525,21557.0
Junius St  3 subway,672366.0,678990.0,660013.0,690625.0,727369.0,928235.0,2142.0,2153.0,2204.0,2206.0,2361.0,3043.0,2295.0,2403.0,1948.0,2337.0,2293.0,2747.0,juniusst3,Junius St,3,928235.0,0,40.6635497,-73.9024544,3043.0
Kew Gardens-Union Turnpike E subway F subway,8170406.0,8179749.0,8296905.0,8609185.0,8363109.0,8354731.0,26763.0,27280.0,27884.0,28289.0,27693.0,27558.0,25078.0,23022.0,24355.0,25970.0,24147.0,24732.0,kewgardens-unionturnpikeef,Kew Gardens-Union Turnpike,EF,8354731.0,0,40.7144112,-73.8310432,27558.0
Kingsbridge Rd 4 subway,3037572.0,3169615.0,3173688.0,3198725.0,3149605.0,3171646.0,9754.0,10153.0,10377.0,10431.0,10231.0,10107.0,10229.0,10902.0,10587.0,9915.0,9927.0,10965.0,kingsbridgerd4,Kingsbridge Rd,4,3171646.0,0,40.8676391,-73.8971758,10107.0
Kingsbridge Rd B subway D subway,2285401.0,2275576.0,2255556.0,2390749.0,2562374.0,2530782.0,7208.0,7189.0,7184.0,7422.0,7975.0,8006.0,8248.0,8236.0,8373.0,9193.0,9756.0,8995.0,kingsbridgerdbd,Kingsbridge Rd,BD,2530782.0,0,40.8661138,-73.8943005,8006.0
Kings Hwy  B subway Q subway,5755515.0,5311662.0,5453084.0,5697467.0,5693562.0,5905481.0,19091.0,17639.0,18422.0,18799.0,19010.0,19500.0,16422.0,15176.0,15484.0,16687.0,15539.0,17206.0,kingshwybq,Kings Highway,BQ,5905481.0,0,40.6087398,-73.9576864,19500.0
Kings Hwy  F subway,1073519.0,1115062.0,1117098.0,1134042.0,1137784.0,1202640.0,3478.0,3605.0,3681.0,3655.0,3616.0,3726.0,3423.0,3653.0,3563.0,3706.0,3967.0,4694.0,kingshwyf,Kings Highway,F,1202640.0,0,40.603201,-73.9723206,3726.0
Kings Hwy  N subway ,1602420.0,1601357.0,1616827.0,1630749.0,1687226.0,1710115.0,5017.0,5065.0,5104.0,5154.0,5344.0,5482.0,5962.0,5774.0,6212.0,5818.0,5945.0,5696.0,kingshwyn,Kings Highway,N,1710115.0,0,40.6039504,-73.9803457,5482.0
Kingston-Throop Avs C subway,1571551.0,1659127.0,1703474.0,1834623.0,1887628.0,1992480.0,4897.0,5152.0,5331.0,5678.0,5968.0,6210.0,5914.0,6444.0,6750.0,7120.0,6701.0,7536.0,kingston-throopavsc,Kingston-Throop Avs,C,1992480.0,0,40.6799871,-73.9408207,6210.0
Kingston Av  3 subway,1485344.0,1519113.0,1515277.0,1545567.0,1564089.0,1573003.0,4717.0,4825.0,4929.0,4949.0,5017.0,4999.0,5069.0,5271.0,5052.0,5126.0,5189.0,5430.0,kingstonav3,Kingston Av,3,1573003.0,0,40.6693765,-73.9422369,4999.0
Knickerbocker Av M subway,1007087.0,1136213.0,702426.0,1018286.0,1147331.0,1288025.0,3325.0,3575.0,2350.0,3429.0,3806.0,4104.0,2844.0,4215.0,2115.0,2598.0,3274.0,4468.0,knickerbockeravm,Knickerbocker Av,M* Closed for construction 	8/18/2012-2/8/2013,1288025.0,0,40.6986655,-73.9197922,4104.0
Kosciuszko St  J subway,1401401.0,1468119.0,1482044.0,1515244.0,1521002.0,1593719.0,4315.0,4528.0,4592.0,4751.0,4761.0,4927.0,5532.0,5845.0,6072.0,5546.0,5663.0,6200.0,kosciuszkostj,Kosciuszko St,J,1593719.0,0,40.6933945,-73.9288473,4927.0
Lafayette Av  C subway ,1525942.0,1556902.0,1582360.0,1638947.0,1617464.0,1631737.0,4627.0,4665.0,4774.0,4825.0,4857.0,4849.0,6429.0,6947.0,7164.0,7577.0,7002.0,7329.0,lafayetteavc,Lafayette Av,C,1631737.0,0,40.6861054,-73.9739943,4849.0
Lexington Av-53 St E subway M subway/51 St 6 subway,18025148.0,18948032.0,19280036.0,20262110.0,20513370.0,20479923.0,62774.0,66045.0,67821.0,69973.0,70606.0,70686.0,38040.0,40172.0,42957.0,45260.0,46802.0,45716.0,lexingtonav-53stem,Lexington Av-53 St,EM,20479923.0,0,40.7583591,-73.9710116,70686.0
Lexington Av-63 St F subway,4889704.0,4722939.0,4566850.0,4462467.0,4479963.0,4718159.0,15816.0,15616.0,15639.0,15404.0,15493.0,16098.0,16221.0,13981.0,12191.0,9928.0,9863.0,11517.0,lexingtonav-63stf,Lexington Av-63 St,F,4718159.0,0,40.7647301,-73.9663768,16098.0
Lexington Av  N subway Q subway R subway/59 St 4 subway 5 subway 6 subway,19553597.0,20377141.0,20628942.0,21282767.0,21557198.0,21407792.0,63138.0,65855.0,67478.0,67841.0,69332.0,68988.0,64849.0,67744.0,69374.0,74118.0,72247.0,71184.0,lexingtonavnqr/59st456,Lexington Av-59 St,NQR456,21407792.0,1,40.7628286,-73.9677286,60020.0
Liberty Av  C subway,837165.0,817481.0,796044.0,810031.0,807678.0,858554.0,2746.0,2687.0,2632.0,2658.0,2639.0,2780.0,2554.0,2490.0,2536.0,2449.0,2488.0,2773.0,libertyavc,Liberty Av,C,858554.0,0,40.6745518,-73.896575,2780.0
Livonia Av  L subway,785229.0,829015.0,902860.0,934287.0,987560.0,1001522.0,2497.0,2678.0,2908.0,2959.0,3078.0,3269.0,2714.0,2698.0,3198.0,3288.0,3715.0,3039.0,livoniaavl,Livonia Av,L,1001522.0,0,40.6639403,-73.900609,3269.0
Longwood Av  6 subway,1026772.0,1067960.0,1065764.0,1087990.0,1098022.0,1088970.0,3273.0,3418.0,3476.0,3494.0,3531.0,3482.0,3540.0,3659.0,3589.0,3635.0,3640.0,3692.0,longwoodav6,Longwood Av,6,1088970.0,0,40.8162777,-73.8962746,3482.0
Lorimer St  J subway M subway,1404557.0,1470761.0,1494085.0,1523986.0,1500980.0,1614154.0,4364.0,4564.0,4779.0,4796.0,4836.0,5070.0,5355.0,5748.0,5463.0,5503.0,4933.0,5920.0,lorimerstjm,Lorimer St,JM,1614154.0,0,40.7038061,-73.9475155,5070.0
Lorimer St  L subway/Metropolitan Av G subway,4394498.0,4479022.0,4643512.0,5040719.0,5090344.0,5238736.0,12556.0,12815.0,13344.0,14004.0,14573.0,15131.0,22217.0,22934.0,24022.0,27339.0,25444.0,25640.0,lorimerstl/metropolitanavg,Metropolitan Av,GL,5238736.0,0,40.7137281,-73.9515495,15131.0
Marble Hill-225 St 1 subway,1769012.0,1476489.0,1721707.0,1725406.0,1846582.0,1809998.0,5570.0,4758.0,5380.0,5456.0,5766.0,5732.0,6336.0,4845.0,6846.0,6079.0,6879.0,6343.0,marblehill-225st1,Marble Hill-225 St,"1* Closed for construction 8/29/2011-10/10/2011, 4/2/2012-5/18/2012",1809998.0,0,40.8745189,-73.9098787,5732.0
Marcy Av  J subway M subway Z subway,3276009.0,3609981.0,3564065.0,3681903.0,3953628.0,4204877.0,10349.0,11319.0,11591.0,11775.0,12547.0,13276.0,11642.0,13629.0,12181.0,12353.0,13774.0,15165.0,marcyavjmz,Marcy Av,JMZ,4204877.0,0,40.7083932,-73.9578152,13276.0
Mets-Willets Point 7 subway,1856485.0,1729243.0,1693024.0,1902121.0,1875472.0,2120859.0,4648.0,4472.0,4618.0,4675.0,4555.0,5244.0,12295.0,11044.0,9273.0,12709.0,12295.0,14507.0,mets-willetspoint7,Mets-Willets Point,7,2120859.0,0,40.7546369,-73.8455915,5244.0
Middletown Rd 6 subway  ,546692.0,559746.0,566771.0,441950.0,661242.0,795762.0,1883.0,1916.0,1969.0,1514.0,2273.0,2726.0,1249.0,1346.0,1372.0,1039.0,1528.0,1879.0,middletownrd6,Middletown Rd,6* Closed for construction 10/5/2013-5/4/2014,795762.0,0,40.8438788,-73.8364077,2726.0
Middle Village-Metropolitan Av M subway,1124754.0,1220377.0,1189616.0,1200171.0,1300110.0,1361246.0,3815.0,3983.0,4053.0,4092.0,4318.0,4489.0,2783.0,3864.0,3268.0,2900.0,3733.0,4030.0,middlevillage-metropolitanavm,Middle Village-Metropolitan Av,M,1361246.0,0,40.7114185,-73.8895798,4489.0
Montrose Av  L subway,1951066.0,1983449.0,2075901.0,2178772.0,2335128.0,2334271.0,5946.0,6268.0,6452.0,6731.0,6961.0,7025.0,8081.0,7183.0,8430.0,8525.0,10343.0,10039.0,montroseavl,Montrose Av,L,2334271.0,0,40.70771,-73.9399195,7025.0
Morgan Av  L subway,2021162.0,2114813.0,2262826.0,2373595.0,2513823.0,2453723.0,6050.0,6530.0,6821.0,7126.0,7298.0,7221.0,8832.0,8395.0,10151.0,10289.0,12074.0,11294.0,morganavl,Morgan Av,L,2453723.0,0,40.7061485,-73.9332247,7221.0
Morrison Av-Soundview 6 subway,730517.0,3028145.0,2057570.0,2096942.0,2125383.0,2097203.0,2304.0,9603.0,6582.0,6588.0,6669.0,6628.0,2560.0,10882.0,7494.0,7664.0,7810.0,7447.0,morrisonav-soundview6,Morrison Av-Soundview,6* Closed for construction 	2/8/2010-9/13/2010,2097203.0,0,40.8294952,-73.8746881,6628.0
Morris Park  5 subway,535823.0,554320.0,589170.0,631930.0,621945.0,629282.0,1871.0,1966.0,2083.0,2210.0,2253.0,2319.0,1096.0,994.0,1255.0,1268.0,874.0,679.0,morrispark5,Morris Park,5,629282.0,0,40.8543967,-73.8604832,2319.0
Mosholu Pkwy  4 subway,2913786.0,2961522.0,2906150.0,2917501.0,2886764.0,2891451.0,9439.0,9578.0,9596.0,9588.0,9459.0,9252.0,9412.0,9738.0,9261.0,8681.0,8721.0,9816.0,mosholupkwy4,Mosholu Pkwy,4,2891451.0,0,40.8798081,-73.8846445,9252.0
Mt Eden Av  4 subway ,1843698.0,1814951.0,1818870.0,1848483.0,1824861.0,1844131.0,5848.0,5748.0,5859.0,5995.0,5891.0,5817.0,6495.0,6519.0,6444.0,5851.0,5899.0,6623.0,mtedenav4,Mt Eden Av,4,1844131.0,0,40.8444632,-73.9147711,5817.0
Myrtle-Willoughby Avs G subway,1223378.0,1383197.0,1440313.0,1578243.0,1722392.0,1875988.0,4139.0,4412.0,4581.0,4916.0,5330.0,5783.0,3071.0,4808.0,5353.0,5968.0,6669.0,7382.0,myrtle-willoughbyavsg,Myrtle-Willoughby Avs,G,1875988.0,0,40.6945659,-73.9490175,5783.0
Myrtle-Wyckoff Avs L subway M subway,5399769.0,5358434.0,5662633.0,5982615.0,6381800.0,6464630.0,16445.0,16689.0,17537.0,18167.0,19203.0,19490.0,22313.0,20554.0,23285.0,24951.0,27345.0,27639.0,myrtle-wyckoffavslm,Myrtle-Wyckoff Avs,LM,6464630.0,0,40.6997718,-73.9116383,19490.0
Myrtle Av  J subway M subway Z subway,2991967.0,3155344.0,3257338.0,3562631.0,3523740.0,3687468.0,8995.0,9670.0,10098.0,10876.0,11048.0,11424.0,12925.0,12921.0,13372.0,14546.0,13088.0,14285.0,myrtleavjmz,Myrtle Av,JMZ,3687468.0,0,40.697299,-73.9356279,11424.0
Nassau Av  G subway,2126804.0,2396169.0,2479649.0,2653526.0,2760220.0,2916005.0,7343.0,7791.0,8096.0,8435.0,8765.0,9066.0,4760.0,7724.0,8344.0,9304.0,9747.0,11249.0,nassauavg,Nassau Av,G,2916005.0,0,40.7246569,-73.951335,9066.0
Neck Rd  Q subway,791867.0,1242661.0,1148708.0,1218313.0,1232947.0,1305776.0,2606.0,4114.0,3834.0,3941.0,4033.0,4207.0,2305.0,3599.0,3460.0,3922.0,3758.0,4290.0,neckrdq,Neck Rd,"Q* Closed for construction 	12/8/2008-1/18/2010, 	1/18/2010-10/25/2010",1305776.0,0,40.5951199,-73.9551973,4207.0
Neptune Av F subway,516846.0,536991.0,505076.0,523554.0,512828.0,531011.0,1720.0,1794.0,1705.0,1749.0,1698.0,1807.0,1446.0,1492.0,1440.0,1434.0,1485.0,1282.0,neptuneavf,Neptune Av,F* Closed for construction 11/21/2014-12/1/2014,531011.0,0,40.5810736,-73.9745522,1807.0
Nereid Av  2 subway 5 subway,1001851.0,1025004.0,1086227.0,1195804.0,1183733.0,1162973.0,3307.0,3420.0,3603.0,3878.0,3850.0,3817.0,2941.0,2849.0,3396.0,3841.0,3725.0,3501.0,nereidav25,Nereid Av,25,1162973.0,0,40.8984304,-73.8543892,3817.0
Nevins St  2 subway 3 subway 4 subway 5 subway,3566500.0,3524471.0,3454621.0,3477861.0,3580156.0,3310625.0,11778.0,11708.0,11653.0,11468.0,11752.0,10896.0,10575.0,10239.0,10022.0,10342.0,10877.0,9902.0,nevinsst2345,Nevins St,2345,3310625.0,0,40.688188,-73.9805603,10896.0
